sent,codes,test
"""Your code deletes the folders in the order they were found, which is top-down, which does not work.""","[""'Usability'""]",0.344742537
"""If your code is running in a web browser, you will likely use other things.""","[""'Usability'""]",0.730268795
"""Java Code to turn on debugger: CODESNIPPET_JAVA2 .""","[""'Others'""]",0.298038718
"""@fuzzy, I agree, specially when you know what the size of the final string would be ( aprox ) .""","[""'Others'""]",0.837835252
"""This saved me recently when we ported our framework to the Compact Framework (in .Net).""","[""'Portability'""]",0.139815326
"""Suggest a simple NoSQL database for java project.""","[""'Usability'""]",0.370615899
"""See URL_http://stackoverflow.com/a/13144054/603516 for some links to related log4j locking issues.""","[""'Documentation'"", ""'Performance'""]",0.300781951
"""Instances of String ARE immutable, so maybe the comment should read ""Use String when the memory usage due to immutability doesn't matter"".""","[""'Usability'""]",0.020760347
"""Salts are necessary for PBKDF2, which is why the API for password-based encryption requires them as input for key derivation.""","[""'Security'""]",0.914255143
"""The usage** of this code is through the roof.""","[""'Performance'"", ""'OnlySentiment'""]",0.812227175
"""To wit: URL_http://jackson.codehaus.org/ .""","[""'Others'""]",0.81562073
""" Consider using the URL_http://docs.spring.io/spring- security/site/docs/3.1.x/reference/crypto.html [Spring-Security-Crypto-Module] The Spring Security Crypto module provides support for symmetric encryption, key generation, and password encoding.""","[""'Security'"", ""'Usability'""]",0.212749853
"""The frustration of dealing with screen builders and filling out all those property sheets is too much for me.""","[""'Usability'""]",0.441374184
"""For example, Restlet can easily work with remote resources using its HTTP client connector.""","[""'Others'""]",0.827385578
"""Rsync can also publish resources that it will handle directory.""","[""'Others'""]",0.315368876
"""This ""just worked"" so we didn't look further for alternatives.""","[u""'Usability'""]",0.713756918
"""Also, there is some value to creating your own wrappers around whatever framework you use.""","[""'Usability'""]",0.383753365
"""Today a Swing application can run fast enough to be serviceable or even zippy, and almost indistinguishable from an application using native widgets.""","[""'Performance'""]",0.900001512
"""Lines numbered 5 - 27 are for the String named ""literal"" Lines numbered 31-53 are for the String named ""builder"" Ther's no difference, exactly the code is executed for both strings.""","[""'Others'""]",0.921178224
"""The application organization is straight forward.""","[""'Usability'""]",0.752682013
"""@AndyNuss This example is for reversible encryption, which generally should not be used for passwords.""","[""'Security'""]",0.125569745
"""Thanks mate.""","[""'OnlySentiment'""]",0.059472059
"""The problem is that it doesn't map to SQL as I understand, right?""","[""'Bug'""]",0.701571884
"""the iv or the salt?""","[""'Others'""]",0.672833359
"""Can we downvote all the people who voted this closed as ""not constructive""?""","[""'Community'""]",0.92742477
"""See more focussed question here: URL_http://stackoverflow.com/questions/7782720/when-to-move-from - container-managed-security-to-alternatives-like-apache-shiro.""","[""'Documentation'"", ""'Others'""]",0.526914369
"""Maybe it is a matter of definition, but RIA frameworks are basically designed to run in browsers.""","[""'Others'""]",0.045251323
"""@Dean: The application framework was a JSR planned for Java 7, now deferred.""","[""'Others'""]",0.316647912
"""To read a File as binary and convert at the end CODESNIPPET_JAVA1 .""","[""'Others'""]",0.270843262
"""You do this bu selecting the code and use the contet menu to add a new watch.""","[""'Others'""]",0.737843896
"""Any suggestions would be helpful.""","[""'OnlySentiment'""]",0.474054612
"""I am not sure if you are upset with the question, but since I did not find the same question already answered and the community here is friendly enough with such questions, I figured I would go ahead and ask for opinions.""","[""'Community'""]",0.948840286
"""I have written a java code to delete all the files but i am unable to delete the folders.""","[""'Usability'""]",0.390206642
"""And, the way it's held (see update), it may be allocated for each request in progress-that explains why we fail only when certain number of requests are in progress.""","[""'Bug'""]",0.774326147
"""So you have to make sure your line endings are consistent.""","[""'Others'""]",0.579876752
"""- You can take an iris snap from you camera phone.""","[""'Others'""]",0.456876065
"""Actually I've recently done some work in a system that was still running under jdk 1.3 :-(, and it was less than two years ago I was last maintaining a 1.2** system.""","[""'Others'""]",0.115270142
"""Not sure if this just wasn't true at the time of writing, but the JavaFX site states that it supports Linux.""","[""'Portability'""]",0.596271561
"""Any recommendations?""","[""'Others'""]",0.970988637
"""It has lots of nice features.""","[""'Usability'""]",0.07103562
"""If you are planning some custom ciphers for which there is not already an implementation, you'll be implementing your own JCE provider, and specifically extending CODETERM1 .""","[""'Usability'""]",0.805248753
"""I have tried a 32bit one for 256bit encryption, but it did not work as expected.""","[""'Security'"", ""'Usability'""]",0.552431052
"""Frankly, I've never seen an editor which comes even close to what I can do manually in a text editor.""","[""'Others'""]",0.023266695
"""@ShYzDaSE : see my edit answer.""","[""'Others'""]",0.830640517
"""Plus, it encourages mistakes like yours where you are breaking up two literals that could otherwise be compiled as one.""","[""'Usability'""]",0.591530946
"""The following is some code I am using now that I have some more experience with this.""","[""'Usability'""]",0.275438624
"""Check out URL_http://www.keyczar.org/ [keyczar] .""","[""'Usability'""]",0.623785512
"""On our MQ system we have an average of 3.5 threads per subscriber.Having 300 users served that makes 1000 threads just for MQ.""","[""'Performance'""]",0.230750877
"""plz advise.""","[""'Others'""]",0.80118072
"""Not so if you use Terracotta.""","[""'Usability'""]",0.783771448
"""These APIs are easier to use, but require additional jars on your class path.""","[""'Usability'""]",0.952195735
"""Things to note: when dealing with authentication, you should always host over HTTPS to ensure transport encryption Dropwizard claims their OAuth2 implementation isn't yet finalized, and may change in the future.""","[""'Security'""]",0.961740721
"""The MapUtils class offered by the Apache Commons project offers a MapUtils.debugPrint method which will pretty print your map.""","[""'Usability'""]",0.616016153
"""It also has the fastest JSON to JavaBean mode too.""","[""'Performance'""]",0.723607653
"""Implement toString() on the class.""","[""'Others'""]",0.713372353
"""I would look into URL_http://opencv.willowgarage.com/wiki/ [OpenCV-which- is-a-C++-library-for-computer-vision] .""","[""'OnlySentiment'""]",0.429973527
"""CODESNIPPET_JAVA1 .""","[""'Others'""]",0.795456066
"""i would suggest adding a custom FilterOutputStream between the FileOutputStream (on the bottom) and OutputStreamWriter.""","[""'Others'""]",0.153306964
"""Getters should never contain side-effect logic, this muddles the code and causes even more confusion than the original problem.""","[""'Usability'""]",0.791698812
""" Memory utilization This method can temporarily require memory several times the size of the file, because for a short time the raw file contents (a byte array), the decoded characters (a character buffer), and a copy of the character data (in the new CODETERM1 instance) all reside in memory at once.""","[""'Performance'""]",0.515958192
"""The problem I have (which I found out after my initial post) is that the 1.4.x Sun JVM can only bind to the default(?""","[""'Usability'""]",0.97960516
"""(I always found winforms too limiting).""","[""'Usability'""]",0.081263715
"""I am not interested in JBoss MQ but JBoss Messaging.""","[""'OnlySentiment'""]",0.446986761
"""Do you mean, for concatenation?""","[""'Others'""]",0.260683786
"""I would ask yourself how many connections you expect to be handling.""","[""'Others'""]",0.627807477
"""I swear Natty handles pretty much everything.""","[""'Usability'""]",0.08919251
"""@User1 - I like using libraries in my code so I can get my job done faster.""","[""'Performance'"", ""'Usability'""]",0.731333143
"""Possible typo?""","[""'OnlySentiment'""]",0.510015665
"""Users can ""signup"" with Oauth2 as well?""","[""'Security'""]",0.435412741
"""jmonkeyengine is only for games.""","[""'Others'""]",0.399455632
"""Can you install FTP servers on (one of) your machines ?""","[""'Others'""]",0.035221847
""") Take a look at URL_http://ws.apache.org/xmlrpc/ [Apache's-XML-RPC] package.""","[""'OnlySentiment'""]",0.176602923
"""It's a layer above that can be supported by Apache HttpComponents or Java's Net API for example.""","[""'Others'""]",0.876203099
"""So far, I had a great experience with the community wiki and documentation of Jboss, and it pretty much covers everything.""","[""'Documentation'"", ""'Community'""]",0.10744223
"""As of now, it is better to use AES.""","[""'Usability'""]",0.810673036
"""@Pascal - You are right.""","[""'OnlySentiment'""]",0.383532944
"""I have add another vote for Bouncy Castle.""","[""'Usability'""]",0.619439123
